49, 39
48, 39
47, 39
46, 39
45, 39
44, 39
43, 39
42, 39
41, 39
40, 39
39, 39
38, 39
37, 39
36, 39
35, 39
34, 39
33, 39
32, 39
31, 39
30, 39
29, 39
28, 39
27, 39
26, 39
25, 39
24, 39
23, 39
22, 39
21, 39
20, 39
19, 39
19, 40
19, 41
19, 42
19, 43
19, 44
19, 45
19, 46
19, 47
19, 48
19, 49
19, 50
19, 51
19, 52
19, 53
19, 54
19, 55
19, 56
19, 57
19, 58
19, 59
19, 60
19, 61
19, 62
19, 63
19, 64
19, 65
20, 65
21, 65
22, 65
23, 65
24, 65
25, 65
26, 65
27, 65
28, 65
29, 65
30, 65
31, 65
32, 65
33, 65
34, 65
35, 65
36, 65
37, 65
38, 65
39, 65
40, 65
41, 65
42, 65
43, 65
44, 65
45, 65
46, 65
47, 65
48, 65
48, 64
48, 63
48, 62
48, 61
48, 60
48, 59
48, 58
48, 57
48, 56
48, 55
48, 54
48, 53
48, 52
48, 51
48, 50
48, 49
48, 48
48, 47
48, 46
48, 45
48, 44
48, 43
48, 42
48, 41
48, 40
48, 39
48, 38
48, 37
48, 36
48, 35
48, 34
48, 33
48, 32
48, 31
48, 30
48, 29
47, 29
46, 29
45, 29
44, 29
43, 29
42, 29
41, 29
40, 29
39, 29
38, 29
37, 29
36, 29
35, 29
34, 29
33, 29
32, 29
31, 29
30, 29
29, 29
28, 29
27, 29
26, 29
25, 29
24, 29
23, 29
22, 29
21, 29
20, 29
19, 29
18, 29
18, 30
18, 31
18, 32
18, 33
19, 33
20, 33
21, 33
22, 33
23, 33
24, 33
25, 33
26, 33
27, 33
28, 33
29, 33
30, 33
31, 33
32, 33
33, 33
34, 33
35, 33
36, 33
37, 33
38, 33
39, 33
40, 33
41, 33
42, 33
43, 33
44, 33
45, 33
46, 33
47, 33
48, 33
49, 33
50, 33
51, 33
52, 33
53, 33
54, 33
55, 33
56, 33
57, 33
58, 33
59, 33
60, 33
61, 33
62, 33
63, 33
64, 33
65, 33
65, 32
65, 31
65, 30
65, 29
65, 28
65, 27
65, 26
65, 25
65, 24
65, 23
65, 22
65, 21
65, 20
65, 19
65, 18
65, 17
65, 16
65, 15
65, 14
65, 13
65, 12
65, 11
65, 10
65, 9
65, 8
65, 7
65, 6
64, 6
63, 6
62, 6
61, 6
60, 6
59, 6
58, 6
57, 6
56, 6
55, 6
54, 6
53, 6
52, 6
51, 6
50, 6
49, 6
48, 6
47, 6
46, 6
45, 6
44, 6
43, 6
42, 6
41, 6
40, 6
39, 6
38, 6
37, 6
36, 6
35, 6
34, 6
33, 6
32, 6
31, 6
30, 6
29, 6
28, 6
27, 6
26, 6
25, 6
24, 6
23, 6
22, 6
21, 6
20, 6
19, 6
18, 6
17, 6
16, 6
15, 6
14, 6
13, 6
12, 6
11, 6
10, 6
9, 6
9, 7
9, 8
9, 9
9, 10
9, 11
9, 12
9, 13
9, 14
9, 15
9, 16
9, 17
9, 18
9, 19
9, 20
9, 21
9, 22
9, 23
9, 24
9, 25
9, 26
9, 27
9, 28
9, 29
9, 30
9, 31
9, 32
9, 33
9, 34
9, 35
9, 36
9, 37
9, 38
9, 39
9, 40
9, 41
9, 42
9, 43
9, 44
9, 45
9, 46
9, 47
9, 48
9, 49
9, 50
9, 51
9, 52
9, 53
9, 54
9, 55
9, 56
9, 57
9, 58
9, 59
9, 60
9, 61
9, 62
9, 63
9, 64
9, 65
9, 66
9, 67
9, 68
9, 69
9, 70
9, 71
9, 72
9, 73
9, 74
9, 75
9, 76
9, 77
9, 78
9, 79
9, 80
9, 81
9, 82
9, 83
9, 84
9, 85
9, 86
9, 87
9, 88
9, 89
9, 90
9, 91
9, 92
9, 93
9, 94
9, 95
9, 96
9, 97
9, 98
9, 99
10, 99
11, 99
12, 99
13, 99
14, 99
15, 99
16, 99
17, 99
18, 99
19, 99
20, 99
21, 99
22, 99
23, 99
24, 99
25, 99
26, 99
27, 99
28, 99
29, 99
30, 99
31, 99
32, 99
33, 99
34, 99
35, 99
36, 99
37, 99
38, 99
39, 99
40, 99
41, 99
42, 99
43, 99
44, 99
45, 99
46, 99
47, 99
48, 99
49, 99
50, 99
51, 99
52, 99
53, 99
54, 99
55, 99
56, 99
57, 99
58, 99
59, 99
60, 99
61, 99
62, 99
63, 99
64, 99
65, 99
66, 99
67, 99
68, 99
69, 99
70, 99
71, 99
72, 99
73, 99
74, 99
75, 99
76, 99
77, 99
78, 99
79, 99
80, 99
81, 99
82, 99
83, 99
84, 99
84, 98
84, 97
84, 96
84, 95
84, 94
84, 93
84, 92
84, 91
